text,label,split,cleaned_text
"Sebelum transaksi, yang ketentuan keuangannya belum diungkapkan, Alma Media memiliki 40% bersih Kotikokki.",1,Train,transaksi ketentuan keuangannya belum alma media memiliki token_angka bersih kotikokki
"Rangkanya meliputi new crecent bekas, headbox, dan reel.",1,Train,rangkanya meliputi new crecent bekas headbox reel
"Di Finlandia , Bank of +àland melaporkan keuntungan operasional turun menjadi EUR 6,1 juta di kuartal kedua tahun 2008 dari EUR 7,5 juta di kuartal kedua tahun 2007 .",0,Train,finlandia bank àland melaporkan keuntungan operasional turun menjadi token_uang kuartal token_tahun dari token_uang kuartal token_tahun
Sunrise Resources beroperasi di pasar pengembangan dekat pantai Rusia melalui anak perusahaan Rusia yang dimiliki sepenuhnya dan memiliki 80% personelnya di Rusia.,1,Train,sunrise resources beroperasi pasar pengembangan pantai rusia anak perusahaan rusia dimiliki sepenuhnya memiliki token_angka personelnya rusia
"Siaran Pers CapMan Plc 31 Maret 2008 Jukka Ruuska , Presiden Bursa Nordik OMX dan Bursa Efek Stockholm , akan dipindahkan ke CapMan efektif paling lambat September 2008 .",1,Train,siaran pers capman perusahaan publik token_angka maret token_tahun jukka ruuska presiden bursa nordik bursa efek nordik bursa efek stockholm dipindahkan ke capman efektif lambat september token_tahun
Laba operasional melonjak menjadi EUR21 juta dari EUR106.000.,2,Train,laba operasional melonjak menjadi token_uang dari token_uang token_angka
Affecto telah berpartisipasi dalam program pengembangan sistem pensiun Norwegia sejak 2007 .,1,Train,affecto berpartisipasi program pengembangan sistem pensiun norwegia token_tahun
Perusahaan Pertambangan Talvivaara Plc Perusahaan Pertambangan Talvivaara adalah produsen logam dasar yang signifikan secara internasional dengan fokus utamanya pada nikel dan seng menggunakan teknologi yang dikenal sebagai bioheapleaching untuk mengekstraksi logam dari bijih.,1,Train,perusahaan pertambangan talvivaara perusahaan publik perusahaan pertambangan talvivaara produsen logam dasar signifikan internasional fokus utamanya nikel seng teknologi dikenal bioheapleaching mengekstraksi logam dari bijih
Elcoteq SE terdaftar di Nasdaq OMX Helsinki Ltd.,1,Train,elcoteq terdaftar bursa efek nasdaq bursa efek nordik helsinki ltd
Penjualan bersih meningkat pada periode tersebut menjadi x20ac 402 juta $585US juta dari x20ac 401 juta pada tahun 2006 .,2,Train,penjualan bersih meningkat periode menjadi token_uang token_angka dolar juta dari token_uang token_tahun
"Ragutis, yang dikendalikan oleh tempat pembuatan bir Finlandia, melaporkan peningkatan penjualan bir sebesar 5,4 persen menjadi 10,44 juta liter dan memegang pangsa pasar 11,09 persen.",2,Train,ragutis dikendalikan pembuatan bir finlandia melaporkan peningkatan penjualan bir sebesar token_persen menjadi token_angka juta liter memegang pangsa pasar token_persen
"Seperti semua pipettor mekanis lainnya dari Biohit , Proline Plus juga bertanda CE-IVD dan dilengkapi dengan garansi 3 tahun .",1,Train,pipettor mekanis dari biohit proline plus bertanda ce ivd dilengkapi garansi token_angka
Pasar farmasi di Belgia Global Research & Data Services baru-baru ini menerbitkan analisis pasar tentang pasar farmasi di Belgia.,1,Train,pasar farmasi belgia global research data services menerbitkan analisis pasar pasar farmasi belgia
"Aspocomp Group, berkantor pusat di Helsinki, Finlandia, mengembangkan solusi interkoneksi untuk industri elektronik.",1,Train,aspocomp group berkantor pusat helsinki finlandia mengembangkan solusi interkoneksi industri elektronik
"Ini menghasilkan kerugian operasional sebesar EUR 96,3 juta, turun dari laba sebesar EUR 43,9 juta.",0,Train,menghasilkan kerugian operasional sebesar token_uang turun dari laba sebesar token_uang
Nilai kontrak tiga tahun diperkirakan sebesar EUR40 juta.,1,Train,nilai kontrak sebesar token_uang
"Konsorsium penjualan termasuk dana yang dikelola oleh unit modal ventura OKO Bank, Bio Fund Management dan Investasi Industri Finlandia, sebuah grup investasi milik pemerintah.",1,Train,konsorsium penjualan dana dikelola unit modal ventura oko bank bio fund management investasi industri finlandia grup investasi milik pemerintah
"Dimulainya negosiasi, berkaitan dengan program efisiensi Glaston, diumumkan pada bulan Oktober.",1,Train,negosiasi berkaitan program efisiensi glaston diumumkan oktober
`` Pelanggan kami telah puas dengan solusi Basware Invoice Automation dan memperluas penerapannya ke geografi baru.,2,Train,pelanggan puas solusi basware invoice automation memperluas penerapannya ke geografi
Okmetic mengharapkan penjualan bersih untuk paruh pertama tahun 2009 menjadi kurang dari tahun 2008 .,0,Train,okmetic mengharapkan penjualan bersih paruh token_tahun menjadi kurang dari token_tahun
"Tampere Science Parks adalah perusahaan Finlandia yang memiliki, menyewakan, dan membangun properti kantor dan berspesialisasi dalam fasilitas untuk bisnis berorientasi teknologi.",1,Train,tampere science parks perusahaan finlandia memiliki menyewakan membangun properti kantor berspesialisasi fasilitas bisnis berorientasi teknologi
"KOMPOSIT EXEL SECARA SINGKAT Exel Composites adalah perusahaan teknologi yang merancang, memproduksi dan memasarkan profil dan tabung komposit untuk aplikasi industri.",1,Train,komposit exel singkat exel composites perusahaan teknologi merancang memproduksi memasarkan profil tabung komposit aplikasi industri
"Setelah periode pelaporan, mitra lisensi BioTie Amerika Utara Somaxon Pharmaceuticals mengumumkan hasil positif dengan nalmefene dalam percobaan klinis tahap 2 percontohan untuk berhenti merokok.",2,Train,setelah periode pelaporan mitra lisensi biotie amerika utara somaxon pharmaceuticals mengumumkan hasil positif nalmefene percobaan klinis tahap token_angka percontohan berhenti merokok
Data gambar yang dihasilkan oleh browser di server ponsel diubah menjadi gambar bitmap yang dikirim ke handset untuk ditampilkan. '',1,Train,data gambar dihasilkan browser server ponsel diubah menjadi gambar bitmap dikirim ke handset ditampilkan
"Laporan selanjutnya memberikan profil rinci dari sepuluh perusahaan bahan kimia khusus terkemuka Eropa, dan profil singkat dari pemain utama lainnya.",1,Train,laporan profil rinci dari sepuluh perusahaan bahan kimia khusus terkemuka eropa profil singkat dari pemain utama
"Akuisisi tidak harus dari sektor makanan beku atau ikan, asalkan bersinergi dengan bisnis L+ñnnen Tehtaat lainnya.",1,Train,akuisisi tidak dari sektor makanan beku ikan bersinergi bisnis l ñnnen tehtaat
"Laba per saham EPS naik menjadi EUR 0,11 dari EUR 0,03.",2,Train,laba saham eps naik menjadi token_uang dari token_uang
Penyesuaian perhatian staf di kedua Makalah Khusus dan segmen Fiber Composites.,1,Train,penyesuaian perhatian staf makalah khusus segmen fiber composites
Nama baru Divisi Sanoma adalah Sanoma News.,1,Train,nama divisi sanoma sanoma news
"Pembuat bir Lituania menjual 256,88 juta liter bir pada tahun 2005, naik 4,5 persen dari angka tahun sebelumnya sebesar 245,92 juta liter.",2,Train,pembuat bir lituania menjual token_angka juta liter bir token_tahun naik token_persen dari angka sebesar token_angka juta liter
"CS Cabot mengekspor 55% produksinya terutama ke pabrik Goodyear, Bridgestone dan Michelin di Polandia, serta ke Michelin Jerman atau Pirelli Italia melalui pusat logistik perusahaan di Paris, kata Stefan.",1,Train,cs cabot mengekspor token_angka produksinya ke pabrik goodyear bridgestone michelin polandia ke michelin jerman pirelli italia pusat logistik perusahaan paris stefan
Nilai total pengiriman adalah beberapa EUR65m.,1,Train,nilai total pengiriman token_uang
"Asuransi Axa ( PAR : CS ) turun sebesar 5,35 % menjadi EUR 14,15 , setelah Citigroup dan ING memangkas target mereka pada saham .",0,Train,asuransi axa par cs turun sebesar token_angka menjadi token_uang setelah citigroup ing memangkas target saham
"Total kerugian operasi sebesar EUR 12,7 juta , dibandingkan dengan laba sebesar EUR 17,7 juta pada paruh pertama tahun 2008 .",0,Train,total kerugian operasi sebesar token_uang dibandingkan laba sebesar token_uang paruh token_tahun
"`` Pemesanan kapal ini akan membantu Aspo mengamankan daya saing armadanya dalam jangka panjang, baik dari segi teknologi maupun harga.",2,Train,pemesanan kapal membantu aspo mengamankan daya saing armadanya jangka dari segi teknologi harga
"Dewan direksi perusahaan akan mengusulkan dividen sebesar EUR 0,14 untuk tahun 2008 pada rapat umum tahunan.",1,Train,dewan direksi perusahaan mengusulkan dividen sebesar token_uang token_tahun rapat tahunan
"Untuk saham baru yang dibeli dengan opsi saham, semua hak pemegang saham dimulai sejak tanggal mereka dimasukkan ke dalam Daftar Dagang.",1,Train,saham dibeli opsi saham hak pemegang saham tanggal dimasukkan ke daftar dagang
"Laba usaha Nordea Group meningkat pada 2010 sebesar 18 persen year-on-year menjadi 3,64 miliar euro dan total pendapatan sebesar 3 persen menjadi 9,33 miliar euro.",2,Train,laba usaha nordea group meningkat token_tahun sebesar token_persen year year menjadi token_angka miliar euro total pendapatan sebesar token_persen menjadi token_angka miliar euro
"( ADP News ) - Oct 1 , 2008 - Perusahaan konsultan dan teknik Finlandia Poyry Oyj ( OMX : POY1V ) mengatakan hari ini mereka mendapatkan perpanjangan kontrak sebesar EUR 5,2 juta ( USD 7,4 juta ) untuk kontrak konsultasi teknik mereka dengan Venezuel",2,Train,adp news oct token_angka token_tahun perusahaan konsultan teknik finlandia poyry perusahaan publik bursa efek nordik poy token_angka v perpanjangan kontrak sebesar token_uang token_uang kontrak konsultasi teknik venezuel
Finlandia KCI Konecranes telah menaikkan perkiraan pertumbuhan penjualan bersihnya untuk tahun 2006 dari lebih dari 25% menjadi lebih dari 35%.,2,Train,finlandia kci konecranes menaikkan perkiraan pertumbuhan penjualan bersihnya token_tahun dari lebih dari token_angka menjadi lebih dari token_angka
"Karena ekspansi yang cepat , pangsa pasar Tallink dalam hal pengangkutan penumpang melalui Pelabuhan Tallinna Sadam di Tallinn mencapai 55 persen pada bulan November dibandingkan dengan 45,7 persen pada bulan November 2005 .",2,Train,karena ekspansi cepat pangsa pasar tallink pengangkutan penumpang pelabuhan tallinna sadam tallinn mencapai token_persen november dibandingkan token_persen november token_tahun
Masa berlangganan skema surat perintah Amer Sports '2002 akan berakhir pada tanggal 31 Desember 2007 .,1,Train,berlangganan skema surat perintah amer sports token_tahun tanggal token_angka desember token_tahun
Lebih dari 80 acara khusus di tiga kabupaten selama empat bulan diselenggarakan oleh sistem perpustakaan dan sembilan perpustakaan cabangnya.,1,Train,lebih dari token_angka acara khusus kabupaten selama diselenggarakan sistem perpustakaan sembilan perpustakaan cabangnya
"Grup bermaksud untuk merelokasi gudang dan ruang kantor di Loudeac dan Saint Marcel ke Morvillars, di bagian timur negara itu, di mana ia telah mengoperasikan unit produksi dan distribusi pengait.",1,Train,grup merelokasi gudang ruang kantor loudeac saint marcel ke morvillars timur negara mengoperasikan unit produksi distribusi pengait
Pokok bahasan penemuan selanjutnya adalah penggunaan siklon untuk memisahkan sebagian partikel cair. '',1,Train,pokok bahasan penemuan penggunaan siklon memisahkan partikel cair
"Pada kuartal kedua 2010 , laba bersih perusahaan adalah EUR1 ,7 juta dibandingkan dengan rugi bersih EUR1 ,3 juta pada April-Juni 2009 .",2,Train,kuartal token_tahun laba bersih perusahaan token_uang token_angka juta dibandingkan rugi bersih token_uang token_angka juta april juni token_tahun
Luas kotor delapan rumah akan menjadi 12.167 m2 .,1,Train,luas kotor delapan rumah menjadi token_angka m2
Pelanggan akan memiliki akses ke paket baling-baling dan roda gigi terintegrasi dari satu sumber.,1,Train,pelanggan memiliki akses ke paket baling baling roda gigi terintegrasi dari sumber
"Detektor Cuaca Hadir Vaisala mengukur visibilitas hingga 20 km, serta tipe dan intensitas presipitasi.",1,Train,detektor cuaca hadir vaisala mengukur visibilitas hingga token_angka km tipe intensitas presipitasi
"- Permintaan produk perapian lebih rendah dari yang diperkirakan, terutama di Jerman.",0,Train,permintaan produk perapian lebih rendah dari jerman
"Basis pelanggan MegaFon meningkat 16,1 % pada tahun 2009 menjadi 50,5 juta pengguna per 31 Desember , sedangkan pangsa pasarnya berdasarkan jumlah pelanggan mencapai 24 % pada akhir 2009 , naik dari 23 % pada akhir 2008 , menurut perkiraan TeliaSonera .",2,Train,basis pelanggan megafon meningkat token_angka token_tahun menjadi token_angka juta pengguna token_angka desember pangsa pasarnya berdasarkan pelanggan mencapai token_angka token_tahun naik dari token_angka token_tahun perkiraan teliasonera
Syarat dan ketentuan Skema Opsi Saham 2008 tersedia di halaman internet Perusahaan www.sanoma.com.,1,Train,syarat ketentuan skema opsi saham token_tahun tersedia halaman internet perusahaan
Tahap pertama kontrak mencakup 133 toko dan 600 mesin kasir.,1,Train,tahap kontrak mencakup token_angka toko token_angka mesin kasir
Semua tergantung pembiayaan.,1,Train,tergantung pembiayaan
Volume kargo meningkat sekitar 5%.,2,Train,volume kargo meningkat sekitar token_angka
"Satu kategori harga adalah untuk panggilan di jaringan operator pilihan, dan satu lagi untuk panggilan di jaringan operator lain.",1,Train,kategori harga panggilan jaringan operator pilihan panggilan jaringan operator
"Laba operasional tidak termasuk item yang tidak berulang adalah EUR 7,8 juta dibandingkan dengan EUR 11,2 juta.",0,Train,laba operasional tidak item tidak berulang token_uang dibandingkan token_uang
Pabrik ini diharapkan dapat beroperasi secara komersial pada pertengahan tahun 2009 .,1,Train,pabrik diharapkan beroperasi komersial pertengahan token_tahun
Perusahaan mengharapkan penjualan bersih meningkat secara signifikan dari tahun 2009 .,2,Train,perusahaan mengharapkan penjualan bersih meningkat signifikan dari token_tahun
"MANAVIGATOR-September 7, 2010-Kemira memperkenalkan JV India dengan IVRCL Grup bahan kimia Finlandia Kemira (HEL: KRA1V) pada hari Selasa mengumumkan telah menandatangani kesepakatan untuk membentuk usaha patungan di India dengan perusahaan konstruksi lokal IVRCL Infrastructure and Projects Ltd (BOM:530773 ) .",2,Train,manavigator september token_angka token_tahun kemira memperkenalkan jv india ivrcl grup bahan kimia finlandia kemira hel kra token_angka v selasa mengumumkan menandatangani kesepakatan membentuk usaha patungan india perusahaan konstruksi lokal ivrcl infrastructure projects ltd bom token_angka
"Margin operasi, bagaimanapun, turun menjadi 14,4% dari 15,1%, terseret oleh kinerja yang buruk dalam solusi perusahaan.",0,Train,margin operasi turun menjadi token_angka dari token_angka terseret kinerja buruk solusi perusahaan
"Cakupan pengiriman Outotec meliputi rekayasa, penyediaan peralatan khusus dan layanan untuk pabrik kalsinasi dengan dua calciner unggun fluida yang bersirkulasi.",1,Train,cakupan pengiriman outotec meliputi rekayasa penyediaan peralatan khusus layanan pabrik kalsinasi calciner unggun fluida bersirkulasi
Tidak ada rincian keuangan yang terungkap.,1,Train,tidak rincian keuangan terungkap
Dia mengenakan topi tipe beanie hitam dan jaket hitam.,1,Train,mengenakan topi tipe beanie hitam jaket hitam
Hasil cetak yang bagus ada di sini.,1,Train,hasil cetak bagus
Isu tersebut muncul sehubungan dengan diskusi dengan pemerintah kota setempat mengenai penjualan air untuk fasilitas industri.,1,Train,isu muncul sehubungan diskusi pemerintah kota penjualan air fasilitas industri
`` Melayani pelanggan secara lokal adalah salah satu landasan fokus pelanggan bagi kami.,1,Train,melayani pelanggan lokal salah landasan fokus pelanggan
Distributor dan grosir obat Finlandia Oriola-KD Oyj menyatakan pada 11 Oktober 2006 mereka mengangkat Anne Kariniemi sebagai wakil presiden departemen Logistik dan Pengadaan per 15 Januari 2007 .,1,Train,distributor grosir obat finlandia oriola kd perusahaan publik token_angka oktober token_tahun mengangkat anne kariniemi wakil presiden departemen logistik pengadaan token_angka januari token_tahun
